"Period","Indikator","value"
"2012M02","Massa- & pappersindustri (SNI 17)",89.8
"2012M03","Massa- & pappersindustri (SNI 17)",98.7
"2012M04","Massa- & pappersindustri (SNI 17)",98.6
"2012M05","Massa- & pappersindustri (SNI 17)",94.4
"2012M06","Massa- & pappersindustri (SNI 17)",89.1
"2012M07","Massa- & pappersindustri (SNI 17)",90.7
"2012M08","Massa- & pappersindustri (SNI 17)",92.3
"2012M09","Massa- & pappersindustri (SNI 17)",94.7
"2012M10","Massa- & pappersindustri (SNI 17)",96.2
"2012M11","Massa- & pappersindustri (SNI 17)",94.6
"2012M12","Massa- & pappersindustri (SNI 17)",95.3
"2013M01","Massa- & pappersindustri (SNI 17)",86
"2013M02","Massa- & pappersindustri (SNI 17)",88.1
"2013M03","Massa- & pappersindustri (SNI 17)",92.9
"2013M04","Massa- & pappersindustri (SNI 17)",91.2
"2013M05","Massa- & pappersindustri (SNI 17)",93.8
"2013M06","Massa- & pappersindustri (SNI 17)",92.7
"2013M07","Massa- & pappersindustri (SNI 17)",94.2
"2013M08","Massa- & pappersindustri (SNI 17)",97.8
"2013M09","Massa- & pappersindustri (SNI 17)",98.3
"2013M10","Massa- & pappersindustri (SNI 17)",95.1
"2013M11","Massa- & pappersindustri (SNI 17)",98.9
"2013M12","Massa- & pappersindustri (SNI 17)",95.7
"2014M01","Massa- & pappersindustri (SNI 17)",98.9
"2014M02","Massa- & pappersindustri (SNI 17)",101.1
"2014M03","Massa- & pappersindustri (SNI 17)",97.6
"2014M04","Massa- & pappersindustri (SNI 17)",97.7
"2014M05","Massa- & pappersindustri (SNI 17)",90.7
"2014M06","Massa- & pappersindustri (SNI 17)",101.8
"2014M07","Massa- & pappersindustri (SNI 17)",106.2
"2014M08","Massa- & pappersindustri (SNI 17)",99.9
"2014M09","Massa- & pappersindustri (SNI 17)",103.9
"2014M10","Massa- & pappersindustri (SNI 17)",103.4
"2014M11","Massa- & pappersindustri (SNI 17)",100
"2014M12","Massa- & pappersindustri (SNI 17)",103.2
"2015M01","Massa- & pappersindustri (SNI 17)",99.3
"2015M02","Massa- & pappersindustri (SNI 17)",101.4
"2015M03","Massa- & pappersindustri (SNI 17)",98.7
"2015M04","Massa- & pappersindustri (SNI 17)",98.8
"2015M05","Massa- & pappersindustri (SNI 17)",104.3
"2015M06","Massa- & pappersindustri (SNI 17)",99.7
"2015M07","Massa- & pappersindustri (SNI 17)",103.4
"2015M08","Massa- & pappersindustri (SNI 17)",100.5
"2015M09","Massa- & pappersindustri (SNI 17)",99.7
"2015M10","Massa- & pappersindustri (SNI 17)",102
"2015M11","Massa- & pappersindustri (SNI 17)",100.8
"2015M12","Massa- & pappersindustri (SNI 17)",104.8
"2016M01","Massa- & pappersindustri (SNI 17)",106.3
"2016M02","Massa- & pappersindustri (SNI 17)",120.8
"2016M03","Massa- & pappersindustri (SNI 17)",118.2
"2016M04","Massa- & pappersindustri (SNI 17)",111.5
"2016M05","Massa- & pappersindustri (SNI 17)",100.6
"2016M06","Massa- & pappersindustri (SNI 17)",108.8
"2016M07","Massa- & pappersindustri (SNI 17)",107.4
"2016M08","Massa- & pappersindustri (SNI 17)",115
"2016M09","Massa- & pappersindustri (SNI 17)",107.7
"2016M10","Massa- & pappersindustri (SNI 17)",107.5
"2016M11","Massa- & pappersindustri (SNI 17)",106.9
"2016M12","Massa- & pappersindustri (SNI 17)",101.4
"2017M01","Massa- & pappersindustri (SNI 17)",107.8
"2017M02","Massa- & pappersindustri (SNI 17)",101.3
"2017M03","Massa- & pappersindustri (SNI 17)",106.2
"2017M04","Massa- & pappersindustri (SNI 17)",105.4
"2017M05","Massa- & pappersindustri (SNI 17)",103.6
"2017M06","Massa- & pappersindustri (SNI 17)",111.4
"2017M07","Massa- & pappersindustri (SNI 17)",107.8
"2017M08","Massa- & pappersindustri (SNI 17)",108.5
"2017M09","Massa- & pappersindustri (SNI 17)",114.2
"2017M10","Massa- & pappersindustri (SNI 17)",117.8
"2017M11","Massa- & pappersindustri (SNI 17)",115
"2017M12","Massa- & pappersindustri (SNI 17)",121.6
"2018M01","Massa- & pappersindustri (SNI 17)",115
"2018M02","Massa- & pappersindustri (SNI 17)",113.2
"2018M03","Massa- & pappersindustri (SNI 17)",114
"2018M04","Massa- & pappersindustri (SNI 17)",119.7
"2018M05","Massa- & pappersindustri (SNI 17)",119.1
"2018M06","Massa- & pappersindustri (SNI 17)",115.7
"2018M07","Massa- & pappersindustri (SNI 17)",122.3
"2018M08","Massa- & pappersindustri (SNI 17)",119.2
"2018M09","Massa- & pappersindustri (SNI 17)",114.3
"2018M10","Massa- & pappersindustri (SNI 17)",109.7
"2018M11","Massa- & pappersindustri (SNI 17)",114.8
"2018M12","Massa- & pappersindustri (SNI 17)",110.8
"2019M01","Massa- & pappersindustri (SNI 17)",103.4
"2019M02","Massa- & pappersindustri (SNI 17)",102.1
"2019M03","Massa- & pappersindustri (SNI 17)",95.6
"2019M04","Massa- & pappersindustri (SNI 17)",92.5
"2019M05","Massa- & pappersindustri (SNI 17)",100.9
"2019M06","Massa- & pappersindustri (SNI 17)",99
"2019M07","Massa- & pappersindustri (SNI 17)",89.1
"2019M08","Massa- & pappersindustri (SNI 17)",91.1
"2019M09","Massa- & pappersindustri (SNI 17)",95.5
"2019M10","Massa- & pappersindustri (SNI 17)",94.9
"2019M11","Massa- & pappersindustri (SNI 17)",93.6
"2019M12","Massa- & pappersindustri (SNI 17)",93.7
"2020M01","Massa- & pappersindustri (SNI 17)",96
"2020M02","Massa- & pappersindustri (SNI 17)",107.4
"2020M03","Massa- & pappersindustri (SNI 17)",97.8
"2020M04","Massa- & pappersindustri (SNI 17)",86
"2020M05","Massa- & pappersindustri (SNI 17)",95.8
"2020M06","Massa- & pappersindustri (SNI 17)",85.7
"2020M07","Massa- & pappersindustri (SNI 17)",91.2
"2020M08","Massa- & pappersindustri (SNI 17)",90.8
"2020M09","Massa- & pappersindustri (SNI 17)",94.9
"2020M10","Massa- & pappersindustri (SNI 17)",97.2
"2020M11","Massa- & pappersindustri (SNI 17)",103.6
"2020M12","Massa- & pappersindustri (SNI 17)",105.7
"2021M01","Massa- & pappersindustri (SNI 17)",111.4
"2021M02","Massa- & pappersindustri (SNI 17)",110.6
"2021M03","Massa- & pappersindustri (SNI 17)",113.4
"2021M04","Massa- & pappersindustri (SNI 17)",116.4
"2021M05","Massa- & pappersindustri (SNI 17)",113.4
"2021M06","Massa- & pappersindustri (SNI 17)",116.8
"2021M07","Massa- & pappersindustri (SNI 17)",119.5
"2021M08","Massa- & pappersindustri (SNI 17)",120.4
"2021M09","Massa- & pappersindustri (SNI 17)",117.1
"2021M10","Massa- & pappersindustri (SNI 17)",121.7
"2021M11","Massa- & pappersindustri (SNI 17)",120.4
"2021M12","Massa- & pappersindustri (SNI 17)",113.7
"2022M01","Massa- & pappersindustri (SNI 17)",115.4
"2022M02","Massa- & pappersindustri (SNI 17)",114.4
"2022M03","Massa- & pappersindustri (SNI 17)",111.5
"2022M04","Massa- & pappersindustri (SNI 17)",111.3
"2022M05","Massa- & pappersindustri (SNI 17)",113.9
"2022M06","Massa- & pappersindustri (SNI 17)",110
"2022M07","Massa- & pappersindustri (SNI 17)",107.1
"2022M08","Massa- & pappersindustri (SNI 17)",107.2
"2022M09","Massa- & pappersindustri (SNI 17)",104.9
"2022M10","Massa- & pappersindustri (SNI 17)",99.1
"2022M11","Massa- & pappersindustri (SNI 17)",92.3
"2022M12","Massa- & pappersindustri (SNI 17)",100.3
"2023M01","Massa- & pappersindustri (SNI 17)",94
"2023M02","Massa- & pappersindustri (SNI 17)",98.9
"2023M03","Massa- & pappersindustri (SNI 17)",92.8
"2023M04","Massa- & pappersindustri (SNI 17)",93.6
"2023M05","Massa- & pappersindustri (SNI 17)",91.1
"2023M06","Massa- & pappersindustri (SNI 17)",97.5
"2023M07","Massa- & pappersindustri (SNI 17)",96.9
"2023M08","Massa- & pappersindustri (SNI 17)",96.8
"2023M09","Massa- & pappersindustri (SNI 17)",94.4
"2023M10","Massa- & pappersindustri (SNI 17)",102.9
"2023M11","Massa- & pappersindustri (SNI 17)",96.3
"2023M12","Massa- & pappersindustri (SNI 17)",103.5
"2024M01","Massa- & pappersindustri (SNI 17)",105.4
"2024M02","Massa- & pappersindustri (SNI 17)",102.4
"2024M03","Massa- & pappersindustri (SNI 17)",114.1
"2024M04","Massa- & pappersindustri (SNI 17)",120.6
"2024M05","Massa- & pappersindustri (SNI 17)",114.6
"2024M06","Massa- & pappersindustri (SNI 17)",118.6
"2024M07","Massa- & pappersindustri (SNI 17)",113.5
"2024M08","Massa- & pappersindustri (SNI 17)",113.3
"2024M09","Massa- & pappersindustri (SNI 17)",106.2
"2024M10","Massa- & pappersindustri (SNI 17)",93.4
"2024M11","Massa- & pappersindustri (SNI 17)",102.4
"2024M12","Massa- & pappersindustri (SNI 17)",100.2
"2025M01","Massa- & pappersindustri (SNI 17)",101.1
"2025M02","Massa- & pappersindustri (SNI 17)",98.1
"2025M03","Massa- & pappersindustri (SNI 17)",98.2
"1996M01","Massaindustri (SNI 17.11)",NA
"1996M02","Massaindustri (SNI 17.11)",NA
"1996M03","Massaindustri (SNI 17.11)",NA
"1996M04","Massaindustri (SNI 17.11)",NA
"1996M05","Massaindustri (SNI 17.11)",NA
"1996M06","Massaindustri (SNI 17.11)",NA
"1996M07","Massaindustri (SNI 17.11)",NA
"1996M08","Massaindustri (SNI 17.11)",NA
"1996M09","Massaindustri (SNI 17.11)",NA
"1996M10","Massaindustri (SNI 17.11)",NA
"1996M11","Massaindustri (SNI 17.11)",NA
"1996M12","Massaindustri (SNI 17.11)",NA
"1997M01","Massaindustri (SNI 17.11)",NA
"1997M02","Massaindustri (SNI 17.11)",NA
"1997M03","Massaindustri (SNI 17.11)",NA
"1997M04","Massaindustri (SNI 17.11)",NA
"1997M05","Massaindustri (SNI 17.11)",NA
"1997M06","Massaindustri (SNI 17.11)",NA
"1997M07","Massaindustri (SNI 17.11)",NA
"1997M08","Massaindustri (SNI 17.11)",NA
"1997M09","Massaindustri (SNI 17.11)",NA
"1997M10","Massaindustri (SNI 17.11)",NA
"1997M11","Massaindustri (SNI 17.11)",NA
"1997M12","Massaindustri (SNI 17.11)",NA
"1998M01","Massaindustri (SNI 17.11)",NA
"1998M02","Massaindustri (SNI 17.11)",NA
"1998M03","Massaindustri (SNI 17.11)",NA
"1998M04","Massaindustri (SNI 17.11)",NA
"1998M05","Massaindustri (SNI 17.11)",NA
"1998M06","Massaindustri (SNI 17.11)",NA
"1998M07","Massaindustri (SNI 17.11)",NA
"1998M08","Massaindustri (SNI 17.11)",NA
"1998M09","Massaindustri (SNI 17.11)",NA
"1998M10","Massaindustri (SNI 17.11)",NA
"1998M11","Massaindustri (SNI 17.11)",NA
"1998M12","Massaindustri (SNI 17.11)",NA
"1999M01","Massaindustri (SNI 17.11)",NA
"1999M02","Massaindustri (SNI 17.11)",NA
"1999M03","Massaindustri (SNI 17.11)",NA
"1999M04","Massaindustri (SNI 17.11)",NA
"1999M05","Massaindustri (SNI 17.11)",NA
"1999M06","Massaindustri (SNI 17.11)",NA
"1999M07","Massaindustri (SNI 17.11)",NA
"1999M08","Massaindustri (SNI 17.11)",NA
"1999M09","Massaindustri (SNI 17.11)",NA
"1999M10","Massaindustri (SNI 17.11)",NA
"1999M11","Massaindustri (SNI 17.11)",NA
"1999M12","Massaindustri (SNI 17.11)",NA
"2000M01","Massaindustri (SNI 17.11)",118.4
"2000M02","Massaindustri (SNI 17.11)",115
"2000M03","Massaindustri (SNI 17.11)",115.4
"2000M04","Massaindustri (SNI 17.11)",115
"2000M05","Massaindustri (SNI 17.11)",114.4
"2000M06","Massaindustri (SNI 17.11)",105.5
"2000M07","Massaindustri (SNI 17.11)",107.3
"2000M08","Massaindustri (SNI 17.11)",108.5
"2000M09","Massaindustri (SNI 17.11)",105.4
"2000M10","Massaindustri (SNI 17.11)",102.7
"2000M11","Massaindustri (SNI 17.11)",98.1
"2000M12","Massaindustri (SNI 17.11)",97.9
"2001M01","Massaindustri (SNI 17.11)",96.6
"2001M02","Massaindustri (SNI 17.11)",90.7
"2001M03","Massaindustri (SNI 17.11)",82.3
"2001M04","Massaindustri (SNI 17.11)",77.3
"2001M05","Massaindustri (SNI 17.11)",81.5
"2001M06","Massaindustri (SNI 17.11)",81.1
"2001M07","Massaindustri (SNI 17.11)",79.1
"2001M08","Massaindustri (SNI 17.11)",75.9
"2001M09","Massaindustri (SNI 17.11)",82.2
"2001M10","Massaindustri (SNI 17.11)",86.9
"2001M11","Massaindustri (SNI 17.11)",84.7
"2001M12","Massaindustri (SNI 17.11)",84.3
"2002M01","Massaindustri (SNI 17.11)",86.2
"2002M02","Massaindustri (SNI 17.11)",85.2
"2002M03","Massaindustri (SNI 17.11)",84.2
"2002M04","Massaindustri (SNI 17.11)",85.7
"2002M05","Massaindustri (SNI 17.11)",89.2
"2002M06","Massaindustri (SNI 17.11)",97.6
"2002M07","Massaindustri (SNI 17.11)",99.2
"2002M08","Massaindustri (SNI 17.11)",95.4
"2002M09","Massaindustri (SNI 17.11)",89.6
"2002M10","Massaindustri (SNI 17.11)",94.2
"2002M11","Massaindustri (SNI 17.11)",91.9
"2002M12","Massaindustri (SNI 17.11)",86.5
"2003M01","Massaindustri (SNI 17.11)",91
"2003M02","Massaindustri (SNI 17.11)",92.3
"2003M03","Massaindustri (SNI 17.11)",100.7
"2003M04","Massaindustri (SNI 17.11)",96.1
"2003M05","Massaindustri (SNI 17.11)",89.2
"2003M06","Massaindustri (SNI 17.11)",89.4
"2003M07","Massaindustri (SNI 17.11)",84.8
"2003M08","Massaindustri (SNI 17.11)",95.7
"2003M09","Massaindustri (SNI 17.11)",93.2
"2003M10","Massaindustri (SNI 17.11)",90.7
"2003M11","Massaindustri (SNI 17.11)",97.6
"2003M12","Massaindustri (SNI 17.11)",95.9
"2004M01","Massaindustri (SNI 17.11)",89.8
"2004M02","Massaindustri (SNI 17.11)",90.4
"2004M03","Massaindustri (SNI 17.11)",84.3
"2004M04","Massaindustri (SNI 17.11)",95.2
"2004M05","Massaindustri (SNI 17.11)",97.3
"2004M06","Massaindustri (SNI 17.11)",101.8
"2004M07","Massaindustri (SNI 17.11)",101.3
"2004M08","Massaindustri (SNI 17.11)",91
"2004M09","Massaindustri (SNI 17.11)",96.7
"2004M10","Massaindustri (SNI 17.11)",90.4
"2004M11","Massaindustri (SNI 17.11)",89.8
"2004M12","Massaindustri (SNI 17.11)",94.3
"2005M01","Massaindustri (SNI 17.11)",85.8
"2005M02","Massaindustri (SNI 17.11)",90.3
"2005M03","Massaindustri (SNI 17.11)",89.7
"2005M04","Massaindustri (SNI 17.11)",82.9
"2005M05","Massaindustri (SNI 17.11)",82.3
"2005M06","Massaindustri (SNI 17.11)",79.8
"2005M07","Massaindustri (SNI 17.11)",81.7
"2005M08","Massaindustri (SNI 17.11)",87.3
"2005M09","Massaindustri (SNI 17.11)",90
"2005M10","Massaindustri (SNI 17.11)",92.2
"2005M11","Massaindustri (SNI 17.11)",88.5
"2005M12","Massaindustri (SNI 17.11)",85.8
"2006M01","Massaindustri (SNI 17.11)",100.5
"2006M02","Massaindustri (SNI 17.11)",100.8
"2006M03","Massaindustri (SNI 17.11)",99.4
"2006M04","Massaindustri (SNI 17.11)",101.6
"2006M05","Massaindustri (SNI 17.11)",102.7
"2006M06","Massaindustri (SNI 17.11)",99.8
"2006M07","Massaindustri (SNI 17.11)",101
"2006M08","Massaindustri (SNI 17.11)",95.9
"2006M09","Massaindustri (SNI 17.11)",97.8
"2006M10","Massaindustri (SNI 17.11)",105.5
"2006M11","Massaindustri (SNI 17.11)",102.1
"2006M12","Massaindustri (SNI 17.11)",108.8
"2007M01","Massaindustri (SNI 17.11)",114.3
"2007M02","Massaindustri (SNI 17.11)",108.5
"2007M03","Massaindustri (SNI 17.11)",114.1
"2007M04","Massaindustri (SNI 17.11)",103.2
"2007M05","Massaindustri (SNI 17.11)",115.2
"2007M06","Massaindustri (SNI 17.11)",114.2
"2007M07","Massaindustri (SNI 17.11)",116.1
"2007M08","Massaindustri (SNI 17.11)",112.1
"2007M09","Massaindustri (SNI 17.11)",105
"2007M10","Massaindustri (SNI 17.11)",106.6
"2007M11","Massaindustri (SNI 17.11)",111.9
"2007M12","Massaindustri (SNI 17.11)",115.8
"2008M01","Massaindustri (SNI 17.11)",105.4
"2008M02","Massaindustri (SNI 17.11)",100.9
"2008M03","Massaindustri (SNI 17.11)",94.8
"2008M04","Massaindustri (SNI 17.11)",98.8
"2008M05","Massaindustri (SNI 17.11)",94.5
"2008M06","Massaindustri (SNI 17.11)",97.9
"2008M07","Massaindustri (SNI 17.11)",92.1
"2008M08","Massaindustri (SNI 17.11)",99.7
"2008M09","Massaindustri (SNI 17.11)",87.6
"2008M10","Massaindustri (SNI 17.11)",89
"2008M11","Massaindustri (SNI 17.11)",93.5
"2008M12","Massaindustri (SNI 17.11)",87
"2009M01","Massaindustri (SNI 17.11)",91.4
"2009M02","Massaindustri (SNI 17.11)",88.7
"2009M03","Massaindustri (SNI 17.11)",84.9
"2009M04","Massaindustri (SNI 17.11)",96.7
"2009M05","Massaindustri (SNI 17.11)",95.1
"2009M06","Massaindustri (SNI 17.11)",92.4
"2009M07","Massaindustri (SNI 17.11)",98.4
"2009M08","Massaindustri (SNI 17.11)",101.9
"2009M09","Massaindustri (SNI 17.11)",106.2
"2009M10","Massaindustri (SNI 17.11)",115.2
"2009M11","Massaindustri (SNI 17.11)",114.8
"2009M12","Massaindustri (SNI 17.11)",115.7
"2010M01","Massaindustri (SNI 17.11)",105.2
"2010M02","Massaindustri (SNI 17.11)",112.1
"2010M03","Massaindustri (SNI 17.11)",115.4
"2010M04","Massaindustri (SNI 17.11)",110.7
"2010M05","Massaindustri (SNI 17.11)",112.5
"2010M06","Massaindustri (SNI 17.11)",112.7
"2010M07","Massaindustri (SNI 17.11)",114
"2010M08","Massaindustri (SNI 17.11)",118.6
"2010M09","Massaindustri (SNI 17.11)",109
"2010M10","Massaindustri (SNI 17.11)",104.2
"2010M11","Massaindustri (SNI 17.11)",102.6
"2010M12","Massaindustri (SNI 17.11)",103.9
"2011M01","Massaindustri (SNI 17.11)",117.4
"2011M02","Massaindustri (SNI 17.11)",109
"2011M03","Massaindustri (SNI 17.11)",110
"2011M04","Massaindustri (SNI 17.11)",92.3
"2011M05","Massaindustri (SNI 17.11)",100.1
"2011M06","Massaindustri (SNI 17.11)",102.1
"2011M07","Massaindustri (SNI 17.11)",97
"2011M08","Massaindustri (SNI 17.11)",96.3
"2011M09","Massaindustri (SNI 17.11)",98.3
"2011M10","Massaindustri (SNI 17.11)",101.9
"2011M11","Massaindustri (SNI 17.11)",79.1
"2011M12","Massaindustri (SNI 17.11)",81
"2012M01","Massaindustri (SNI 17.11)",87.4
"2012M02","Massaindustri (SNI 17.11)",88.8
"2012M03","Massaindustri (SNI 17.11)",91.4
"2012M04","Massaindustri (SNI 17.11)",93.1
"2012M05","Massaindustri (SNI 17.11)",90.4
"2012M06","Massaindustri (SNI 17.11)",90.2
"2012M07","Massaindustri (SNI 17.11)",95.1
"2012M08","Massaindustri (SNI 17.11)",84.8
"2012M09","Massaindustri (SNI 17.11)",85.8
"2012M10","Massaindustri (SNI 17.11)",84.2
"2012M11","Massaindustri (SNI 17.11)",91.4
"2012M12","Massaindustri (SNI 17.11)",95.9
"2013M01","Massaindustri (SNI 17.11)",90.4
"2013M02","Massaindustri (SNI 17.11)",94
"2013M03","Massaindustri (SNI 17.11)",87.5
"2013M04","Massaindustri (SNI 17.11)",77.9
"2013M05","Massaindustri (SNI 17.11)",95.3
"2013M06","Massaindustri (SNI 17.11)",90.7
"2013M07","Massaindustri (SNI 17.11)",96.4
"2013M08","Massaindustri (SNI 17.11)",99.3
"2013M09","Massaindustri (SNI 17.11)",105.2
"2013M10","Massaindustri (SNI 17.11)",101.6
"2013M11","Massaindustri (SNI 17.11)",101
"2013M12","Massaindustri (SNI 17.11)",101.1
"2014M01","Massaindustri (SNI 17.11)",99.5
"2014M02","Massaindustri (SNI 17.11)",98.3
"2014M03","Massaindustri (SNI 17.11)",100.8
"2014M04","Massaindustri (SNI 17.11)",104.2
"2014M05","Massaindustri (SNI 17.11)",98.6
"2014M06","Massaindustri (SNI 17.11)",101.1
"2014M07","Massaindustri (SNI 17.11)",101.4
"2014M08","Massaindustri (SNI 17.11)",102.1
"2014M09","Massaindustri (SNI 17.11)",96
"2014M10","Massaindustri (SNI 17.11)",100.4
"2014M11","Massaindustri (SNI 17.11)",110.9
"2014M12","Massaindustri (SNI 17.11)",110.8
"2015M01","Massaindustri (SNI 17.11)",100.8
"2015M02","Massaindustri (SNI 17.11)",101.1
"2015M03","Massaindustri (SNI 17.11)",103.3
"2015M04","Massaindustri (SNI 17.11)",95.5
"2015M05","Massaindustri (SNI 17.11)",100.1
"2015M06","Massaindustri (SNI 17.11)",98.7
"2015M07","Massaindustri (SNI 17.11)",95.5
"2015M08","Massaindustri (SNI 17.11)",97.2
"2015M09","Massaindustri (SNI 17.11)",93.5
"2015M10","Massaindustri (SNI 17.11)",100
"2015M11","Massaindustri (SNI 17.11)",92.1
"2015M12","Massaindustri (SNI 17.11)",97.8
"2016M01","Massaindustri (SNI 17.11)",100.5
"2016M02","Massaindustri (SNI 17.11)",111.6
"2016M03","Massaindustri (SNI 17.11)",109.9
"2016M04","Massaindustri (SNI 17.11)",107.5
"2016M05","Massaindustri (SNI 17.11)",99.2
"2016M06","Massaindustri (SNI 17.11)",107.7
"2016M07","Massaindustri (SNI 17.11)",109.7
"2016M08","Massaindustri (SNI 17.11)",109.7
"2016M09","Massaindustri (SNI 17.11)",113
"2016M10","Massaindustri (SNI 17.11)",110
"2016M11","Massaindustri (SNI 17.11)",108.2
"2016M12","Massaindustri (SNI 17.11)",107.1
"2017M01","Massaindustri (SNI 17.11)",109.4
"2017M02","Massaindustri (SNI 17.11)",102.2
"2017M03","Massaindustri (SNI 17.11)",104.8
"2017M04","Massaindustri (SNI 17.11)",106.5
"2017M05","Massaindustri (SNI 17.11)",101.4
"2017M06","Massaindustri (SNI 17.11)",109.1
"2017M07","Massaindustri (SNI 17.11)",104.3
"2017M08","Massaindustri (SNI 17.11)",106.2
"2017M09","Massaindustri (SNI 17.11)",102
"2017M10","Massaindustri (SNI 17.11)",108.9
"2017M11","Massaindustri (SNI 17.11)",112.7
"2017M12","Massaindustri (SNI 17.11)",123.5
"2018M01","Massaindustri (SNI 17.11)",113.2
"2018M02","Massaindustri (SNI 17.11)",109.3
"2018M03","Massaindustri (SNI 17.11)",108.8
"2018M04","Massaindustri (SNI 17.11)",113.9
"2018M05","Massaindustri (SNI 17.11)",113.2
"2018M06","Massaindustri (SNI 17.11)",115.9
"2018M07","Massaindustri (SNI 17.11)",120.2
"2018M08","Massaindustri (SNI 17.11)",119.7
"2018M09","Massaindustri (SNI 17.11)",118.9
"2018M10","Massaindustri (SNI 17.11)",116.5
"2018M11","Massaindustri (SNI 17.11)",117.5
"2018M12","Massaindustri (SNI 17.11)",110.3
"2019M01","Massaindustri (SNI 17.11)",106.4
"2019M02","Massaindustri (SNI 17.11)",104.2
"2019M03","Massaindustri (SNI 17.11)",101
"2019M04","Massaindustri (SNI 17.11)",91.1
"2019M05","Massaindustri (SNI 17.11)",98.7
"2019M06","Massaindustri (SNI 17.11)",94.3
"2019M07","Massaindustri (SNI 17.11)",89.9
"2019M08","Massaindustri (SNI 17.11)",95.1
"2019M09","Massaindustri (SNI 17.11)",97.5
"2019M10","Massaindustri (SNI 17.11)",92
"2019M11","Massaindustri (SNI 17.11)",92
"2019M12","Massaindustri (SNI 17.11)",103.1
"2020M01","Massaindustri (SNI 17.11)",92
"2020M02","Massaindustri (SNI 17.11)",100.2
"2020M03","Massaindustri (SNI 17.11)",90.4
"2020M04","Massaindustri (SNI 17.11)",91.7
"2020M05","Massaindustri (SNI 17.11)",100.1
"2020M06","Massaindustri (SNI 17.11)",88.5
"2020M07","Massaindustri (SNI 17.11)",89.9
"2020M08","Massaindustri (SNI 17.11)",82.1
"2020M09","Massaindustri (SNI 17.11)",88.2
"2020M10","Massaindustri (SNI 17.11)",95.4
"2020M11","Massaindustri (SNI 17.11)",99.2
"2020M12","Massaindustri (SNI 17.11)",95.1
"2021M01","Massaindustri (SNI 17.11)",107.6
"2021M02","Massaindustri (SNI 17.11)",111.4
"2021M03","Massaindustri (SNI 17.11)",109.8
"2021M04","Massaindustri (SNI 17.11)",113.3
"2021M05","Massaindustri (SNI 17.11)",110
"2021M06","Massaindustri (SNI 17.11)",113
"2021M07","Massaindustri (SNI 17.11)",110.4
"2021M08","Massaindustri (SNI 17.11)",113.7
"2021M09","Massaindustri (SNI 17.11)",107.9
"2021M10","Massaindustri (SNI 17.11)",109.1
"2021M11","Massaindustri (SNI 17.11)",108.8
"2021M12","Massaindustri (SNI 17.11)",104.7
"2022M01","Massaindustri (SNI 17.11)",111.2
"2022M02","Massaindustri (SNI 17.11)",109.8
"2022M03","Massaindustri (SNI 17.11)",107.7
"2022M04","Massaindustri (SNI 17.11)",105.5
"2022M05","Massaindustri (SNI 17.11)",109.5
"2022M06","Massaindustri (SNI 17.11)",105.7
"2022M07","Massaindustri (SNI 17.11)",105.8
"2022M08","Massaindustri (SNI 17.11)",107.9
"2022M09","Massaindustri (SNI 17.11)",117.9
"2022M10","Massaindustri (SNI 17.11)",113.1
"2022M11","Massaindustri (SNI 17.11)",105.2
"2022M12","Massaindustri (SNI 17.11)",105.9
"2023M01","Massaindustri (SNI 17.11)",100.9
"2023M02","Massaindustri (SNI 17.11)",98.5
"2023M03","Massaindustri (SNI 17.11)",100.7
"2023M04","Massaindustri (SNI 17.11)",92.2
"2023M05","Massaindustri (SNI 17.11)",96
"2023M06","Massaindustri (SNI 17.11)",92.5
"2023M07","Massaindustri (SNI 17.11)",98.8
"2023M08","Massaindustri (SNI 17.11)",97.7
"2023M09","Massaindustri (SNI 17.11)",92.8
"2023M10","Massaindustri (SNI 17.11)",92.9
"2023M11","Massaindustri (SNI 17.11)",95.8
"2023M12","Massaindustri (SNI 17.11)",106
"2024M01","Massaindustri (SNI 17.11)",102.1
"2024M02","Massaindustri (SNI 17.11)",96
"2024M03","Massaindustri (SNI 17.11)",109.1
"2024M04","Massaindustri (SNI 17.11)",120.8
"2024M05","Massaindustri (SNI 17.11)",111.9
"2024M06","Massaindustri (SNI 17.11)",117.4
"2024M07","Massaindustri (SNI 17.11)",114
"2024M08","Massaindustri (SNI 17.11)",109
"2024M09","Massaindustri (SNI 17.11)",106.1
"2024M10","Massaindustri (SNI 17.11)",92
"2024M11","Massaindustri (SNI 17.11)",105.2
"2024M12","Massaindustri (SNI 17.11)",103.7
"2025M01","Massaindustri (SNI 17.11)",100.5
"2025M02","Massaindustri (SNI 17.11)",97.7
"2025M03","Massaindustri (SNI 17.11)",98.2
"1996M01","Pappersindustri (SNI 17.12)",NA
"1996M02","Pappersindustri (SNI 17.12)",NA
"1996M03","Pappersindustri (SNI 17.12)",NA
"1996M04","Pappersindustri (SNI 17.12)",NA
"1996M05","Pappersindustri (SNI 17.12)",NA
"1996M06","Pappersindustri (SNI 17.12)",NA
"1996M07","Pappersindustri (SNI 17.12)",NA
