"month","observations","food and non-alcoholic beverages","alcoholic beverages and tobacco","clothing and footwear","housing, water, electricity, gas and other fuels","furnishings and household goods","health","transport","communication","recreation and culture","education","restaurants and hotels","miscellaneous goods and services"
"2020M02","Consumer Price Index (CPI)",324.79,519.8,173.31,412.61,221.81,888.31,460.38,111,177.06,NA,579.55,421.7
"2020M03","Consumer Price Index (CPI)",327.21,522.75,180.24,411.74,219.52,892.76,454.82,110.99,173.97,NA,578.8,422.14
"2020M04","Consumer Price Index (CPI)",329.9,523.3,178.21,409.64,222.24,892.75,448.96,108.84,173.86,NA,571.15,422.86
"2020M05","Consumer Price Index (CPI)",331.23,524.94,182.62,411.07,222.1,896.04,449.74,110.28,176.23,NA,577.33,424.42
"2020M06","Consumer Price Index (CPI)",327.59,525.89,180.88,413.75,222.62,901.44,463.34,110.36,179.59,NA,575.74,423.54
"2020M07","Consumer Price Index (CPI)",330.98,526.34,173.67,410.49,221.8,856.97,477.1,110.48,182.87,NA,576.77,423.35
"2020M08","Consumer Price Index (CPI)",329.54,526.09,176.04,417.28,222.23,865.91,463.12,109.98,178.82,NA,578.44,427.85
"2020M09","Consumer Price Index (CPI)",325.58,527.42,187.88,418.2,223.81,872.3,460.76,110.01,176.35,NA,581.35,427.98
"2020M10","Consumer Price Index (CPI)",325.8,527.66,189.25,414.54,224.19,874.12,462.08,109.68,176.99,NA,580.06,428.49
"2020M11","Consumer Price Index (CPI)",325.74,527.93,191.19,416.77,224.81,877.56,458.27,108.52,176.22,NA,580.85,427.39
"2020M12","Consumer Price Index (CPI)",325.3,528.78,192.42,419.34,224.68,884.39,469.45,108.64,178.97,NA,579.54,428.61
"2021M01","Consumer Price Index (CPI)",326.63,528.63,175.43,424.4,222.68,886.77,468.19,108,175.37,NA,579.01,430.82
"2021M02","Consumer Price Index (CPI)",325.24,529.04,180.91,425.34,222.72,889.28,471.06,107.94,176.01,NA,581.75,430.8
"2021M03","Consumer Price Index (CPI)",326.97,530.35,188.21,422.75,223.06,879.04,477.31,107.56,175.13,NA,581.56,430.81
"2021M04","Consumer Price Index (CPI)",328.16,530.97,191.08,421.31,223.93,888.22,478.28,107.02,176.72,NA,582.34,432.25
"2021M05","Consumer Price Index (CPI)",328,531.62,193.69,423.46,224.5,879.99,481.12,107.22,175.55,NA,583.88,433.09
"2021M06","Consumer Price Index (CPI)",326.57,531.61,187.59,424.68,224.37,887,486.41,107.58,176.33,NA,584.69,430.72
"2021M07","Consumer Price Index (CPI)",330.08,532.02,180.13,429.31,223.68,846.49,490.94,107.27,177.07,NA,589.06,428.46
"2021M08","Consumer Price Index (CPI)",330.62,532.09,184.34,432.95,226.4,840.51,492.88,106.89,176.39,NA,593.3,433.82
"2021M09","Consumer Price Index (CPI)",328.42,532.66,192.86,439.53,227.3,851.85,489.24,107.14,176.28,NA,595.07,436.67
"2021M10","Consumer Price Index (CPI)",329.61,532.72,193.3,434.26,227.14,860.77,496.23,107.02,179.3,NA,597.17,437.6
"2021M11","Consumer Price Index (CPI)",329.08,533.19,196.55,440.45,227.54,856.84,496.61,106.73,179.32,NA,602.97,437.17
"2021M12","Consumer Price Index (CPI)",330.9,532.94,200.04,458.74,229.02,854.9,497.46,107.06,178.6,NA,605.37,438.46
"2022M01","Consumer Price Index (CPI)",332.97,533.04,181.05,448.61,233.03,885.32,505.32,106.33,177.17,NA,603.36,438.13
"2022M02","Consumer Price Index (CPI)",338.16,533.59,185.47,445.99,237.23,896.22,513.4,106.71,179.97,NA,607.35,440.87
"2022M03","Consumer Price Index (CPI)",346.07,539.23,191.14,456.16,241.08,901.06,529.46,106.27,180.16,NA,616.18,443.9
"2022M04","Consumer Price Index (CPI)",349.98,540.76,194.25,455.5,243.06,912.8,533.74,106.04,180.23,NA,623.91,451.26
"2022M05","Consumer Price Index (CPI)",356.85,541.63,198.36,460.77,247.58,914.96,532.57,106.44,182.82,NA,634.54,451.48
"2022M06","Consumer Price Index (CPI)",363.02,541.25,193,469.3,251.7,919.79,554.08,106.41,183.21,NA,643.48,450.72
"2022M07","Consumer Price Index (CPI)",374.64,541.67,189.42,468.55,248.61,874.86,551.61,106.53,183.84,NA,641.65,452.61
"2022M08","Consumer Price Index (CPI)",377.02,541.45,195.64,498.22,253.34,885.62,540.33,106.45,183.21,NA,651.13,456.1
"2022M09","Consumer Price Index (CPI)",381.23,548.11,204.83,515.48,258.37,897.52,536.49,106.58,184.08,NA,653.33,454.89
"2022M10","Consumer Price Index (CPI)",386.39,549.35,205.42,498.07,261.24,902.62,553.34,108.03,188.24,NA,656.12,457.3
"2022M11","Consumer Price Index (CPI)",388.5,549.8,206.99,518.01,262.59,903.15,547.63,106.6,186.94,NA,661.15,461.28
"2022M12","Consumer Price Index (CPI)",391.27,550.21,210.42,551.19,266.44,914.23,541.39,107.83,189.77,NA,660.94,463.36
"2023M01","Consumer Price Index (CPI)",398.13,559.46,194.36,530.58,263.18,933.15,540.07,106.89,191.09,NA,661.8,468.74
"2023M02","Consumer Price Index (CPI)",409.02,561.76,201.92,528.19,268.59,940.34,543.16,106.99,194.9,NA,670.53,473.54
"2023M03","Consumer Price Index (CPI)",414.08,569.18,207.69,531.11,272.08,948.5,545.15,107.44,192.81,NA,674.63,474.45
"2023M04","Consumer Price Index (CPI)",408.99,569.57,210.55,534.79,271.97,953.29,554.61,106.46,195.71,NA,670.83,478.53
"2023M05","Consumer Price Index (CPI)",407.39,570.5,212.99,531.3,273.36,958.47,551.42,107.75,198.79,NA,693.19,478.4
"2023M06","Consumer Price Index (CPI)",408.56,570.74,205.18,542.5,272.43,960.03,565.09,107.74,204,NA,695.48,478.17
"2023M07","Consumer Price Index (CPI)",414.1,573.28,202.27,535.06,271.18,917.04,566.77,107.74,209.65,NA,695.17,479.21
"2023M08","Consumer Price Index (CPI)",411.03,577.1,210.23,539.36,271.66,929.21,567.32,107.87,203.75,NA,699.7,483.04
"2023M09","Consumer Price Index (CPI)",410.47,581.16,220.08,539.35,277.01,938.2,568,107.57,205.29,NA,703.96,483.63
"2023M10","Consumer Price Index (CPI)",411.99,582.37,219.45,544.73,274.91,952.22,564.32,107.46,206.68,NA,700.38,483.79
"2023M11","Consumer Price Index (CPI)",412.66,582.92,216.84,563.46,272.16,953.61,560.06,107,201.07,NA,701.19,483.01
"2023M12","Consumer Price Index (CPI)",411.96,583.3,222.97,569.56,274.78,961.7,564.45,107.63,203.65,NA,699.84,483.67
"2024M01","Consumer Price Index (CPI)",413.32,592.72,206.07,583.9,271.37,979.47,544.94,107.88,199.62,NA,694.14,491.2
"2024M02","Consumer Price Index (CPI)",413.82,593.47,212.24,577.95,271.75,992.56,551.2,107.48,201.39,NA,698.72,494.24
"2024M03","Consumer Price Index (CPI)",411.12,597.15,217.76,580.59,270.22,1001.43,555.29,106.74,198.85,NA,701.35,495.96
"2024M04","Consumer Price Index (CPI)",411.68,597.24,220.24,580.79,271.55,1014.25,555.49,106.06,200.31,NA,708.21,496.16
"2024M05","Consumer Price Index (CPI)",413.33,598.35,222.71,571.22,271.15,1010.78,564.81,105.14,202.41,NA,726.81,496.49
"2024M06","Consumer Price Index (CPI)",412.97,598.85,216.24,572.97,269.74,1014.3,565.89,105.12,203.57,NA,716.76,497.19
"2024M07","Consumer Price Index (CPI)",418.59,600.8,207.4,568.77,266.55,974.09,573.65,102.94,206.93,NA,727.06,498.74
"2024M08","Consumer Price Index (CPI)",416.71,601.48,216.92,563.39,268.05,982.08,558.09,103.73,202.89,NA,729.54,500.55
"2024M09","Consumer Price Index (CPI)",419.13,603.74,223.41,563.05,272.44,985.67,545.78,103.23,205.07,NA,730.51,501.96
"2024M10","Consumer Price Index (CPI)",419.18,604.07,224.47,562.64,271.94,992.18,551.11,103.68,206.77,NA,728.92,501.75
"2024M11","Consumer Price Index (CPI)",420.51,600.66,224.81,573.15,270.77,999.74,547.34,102.54,204.88,NA,728.85,502.23
"2024M12","Consumer Price Index (CPI)",419.09,600.08,227.63,567.44,270.93,1005.07,561.64,102.88,204.94,NA,721.12,501.79
"2025M01","Consumer Price Index (CPI)",422.3,599.02,213.73,578.89,270.46,1017.73,547.15,104.38,202.11,NA,719.79,509.3
"2025M02","Consumer Price Index (CPI)",429.99,602.31,220.29,575.64,271.38,1021.93,546.55,104.82,205.91,NA,725.73,509.9
"2025M03","Consumer Price Index (CPI)",433.36,605.55,220.74,564.45,271.64,1026.95,543.59,104.63,200.11,NA,729.69,511.88
"2025M04","Consumer Price Index (CPI)",434.26,605.81,223.63,559.45,268.17,1029.83,546.54,104.53,202.79,NA,730.04,517.38
"2025M05","Consumer Price Index (CPI)",434.92,607.77,226.41,554.29,269.59,1031.19,540.18,104.39,204,NA,750.63,517.05
"2025M06","Consumer Price Index (CPI)",435,607.81,222.41,549.2,270.37,1034.04,552.68,103.71,211.8,NA,749.84,518.9
