"month","observations","food and non-alcoholic beverages","alcoholic beverages and tobacco","clothing and footwear","housing, water, electricity, gas and other fuels","furnishings and household goods","health","transport","communication","recreation and culture","education","restaurants and hotels","miscellaneous goods and services"
"1980M01","Consumer Price Index (CPI)",95.13,94.83,94.58,95.36,95,96.15,94.6,92.77,97.25,NA,95.17,97.25
"1980M02","Consumer Price Index (CPI)",96.07,94.97,95.36,97.78,96.75,96.18,96.68,95.29,97.44,NA,96.3,99.87
"1980M03","Consumer Price Index (CPI)",96.71,95.43,97.27,97.99,97.57,96.26,97.09,95.29,97.97,NA,96.65,98.83
"1980M04","Consumer Price Index (CPI)",97.35,95.64,98.51,98.61,98.06,96.36,97.4,101.17,98.77,NA,97.43,97.89
"1980M05","Consumer Price Index (CPI)",97.79,95.57,98.79,99.12,98.22,96.36,98.05,101.35,98.36,NA,97.69,98.33
"1980M06","Consumer Price Index (CPI)",97.92,95.92,98.53,99.75,98.35,96.62,98.78,100.86,98.06,NA,98.28,97.78
"1980M07","Consumer Price Index (CPI)",99.98,96.22,96.87,100.14,99.41,100.34,99.16,102.21,99.69,NA,99.71,97.93
"1980M08","Consumer Price Index (CPI)",100.93,96.41,97.99,100.52,100.27,100.51,99.68,102.21,99.73,NA,100.54,98.35
"1980M09","Consumer Price Index (CPI)",103.5,108.65,103.09,100.64,103.56,104.62,101.85,102.21,101.9,NA,103.7,101.68
"1980M10","Consumer Price Index (CPI)",104.46,108.76,106.15,102.61,103.79,105.49,104.68,102.21,102.43,NA,104.26,103.85
"1980M11","Consumer Price Index (CPI)",104.89,108.78,106.39,103.47,104.26,105.54,105.53,102.21,103.88,NA,104.94,104.14
"1980M12","Consumer Price Index (CPI)",105.28,108.8,106.47,103.99,104.76,105.54,106.48,102.21,104.55,NA,105.29,104.14
"1981M01","Consumer Price Index (CPI)",109.88,108.79,103.14,107.83,105.1,115.62,107.48,107.04,105.77,NA,107.22,101.09
"1981M02","Consumer Price Index (CPI)",111.38,109.98,103.46,111.8,106.22,118.65,109.39,113.59,106.08,NA,108.58,102.43
"1981M03","Consumer Price Index (CPI)",111.77,110.03,104.71,112.13,107.16,119.54,109.92,113.59,107.18,NA,109.16,103.78
"1981M04","Consumer Price Index (CPI)",112.76,111.84,105.91,112.77,107.7,120.52,108.99,113.59,108.22,NA,109.71,104
"1981M05","Consumer Price Index (CPI)",113.42,111.98,106.15,113,108.35,121.53,111.68,113.59,108.59,NA,110.83,103.86
"1981M06","Consumer Price Index (CPI)",113.71,112.05,105.06,114.13,108.65,122.57,111.8,114.7,108.61,NA,112.04,104.61
"1981M07","Consumer Price Index (CPI)",116.07,112.06,103.83,115.26,109.13,121.44,114.14,114.55,108.92,NA,113.39,104.52
"1981M08","Consumer Price Index (CPI)",117.18,112,104.16,116.46,110.48,121.9,115.2,114.55,108.8,NA,114.52,105.55
"1981M09","Consumer Price Index (CPI)",117.64,112.7,107.36,116.77,110.57,127.71,115.89,114.55,109.62,NA,116.6,105.86
"1981M10","Consumer Price Index (CPI)",119.17,112.84,110.61,116.36,110.52,127.76,117.59,114.55,109.97,NA,117.02,107.38
"1981M11","Consumer Price Index (CPI)",119.54,113.19,110.8,116.92,110.81,127.76,118.02,114.55,110.98,NA,117.18,107
"1981M12","Consumer Price Index (CPI)",117.76,112.95,109.24,117.13,109.39,127.33,118.3,114.55,110.46,NA,117.1,106.17
"1982M01","Consumer Price Index (CPI)",122.21,113.1,106.13,122.08,110.79,134.19,118.72,114.55,112.24,NA,119.66,106.88
"1982M02","Consumer Price Index (CPI)",125.76,114.42,107.71,122.38,113.7,135.31,120.42,114.55,113.08,NA,122.66,109.66
"1982M03","Consumer Price Index (CPI)",127.13,114.44,109.31,120.85,114.04,135.33,121.49,114.55,114.28,NA,123.3,110.36
"1982M04","Consumer Price Index (CPI)",127.44,116.41,111.17,121.72,114.54,135.61,122.39,114.55,114.72,NA,124.17,110.53
"1982M05","Consumer Price Index (CPI)",128.04,119.6,111.42,122.18,114.65,134.57,122.36,114.55,114.97,NA,125.2,110.59
"1982M06","Consumer Price Index (CPI)",128.86,120.05,110.84,122.49,114.94,133.55,123.21,114.55,115.59,NA,125.79,110.33
"1982M07","Consumer Price Index (CPI)",130.6,120.11,109.33,123.78,115.47,143.6,124.27,114.55,115.35,NA,125.54,110.59
"1982M08","Consumer Price Index (CPI)",131.13,120.11,109.29,123.9,116.28,142.62,124.64,114.55,115.55,NA,126.96,111.69
"1982M09","Consumer Price Index (CPI)",131.69,120.13,112.74,123.98,117.03,143.68,125.58,114.55,115.65,NA,128.26,112.41
"1982M10","Consumer Price Index (CPI)",132.1,121.01,115.36,126.13,117.57,143.7,130.03,114.55,116.68,NA,129.04,114.77
"1982M11","Consumer Price Index (CPI)",133.37,121.17,115.74,126.77,118.71,144.91,131.24,114.55,118.88,NA,130.18,115.58
"1982M12","Consumer Price Index (CPI)",133.4,121.28,116.15,126.86,119.4,145.17,131.97,114.55,119.62,NA,131.99,115.96
"1983M01","Consumer Price Index (CPI)",137.73,129.09,113.49,130.26,121.52,148.39,133.94,111.88,122.14,NA,134.91,117.95
"1983M02","Consumer Price Index (CPI)",138.44,132.75,114.43,127.98,122.6,148.74,134.52,111.88,122.85,NA,136.1,118.27
"1983M03","Consumer Price Index (CPI)",140.33,132.98,116.24,127.39,123.28,149.13,133.15,111.88,124.48,NA,136.8,120.05
"1983M04","Consumer Price Index (CPI)",141.17,134,118.48,127.39,124.29,149.22,135.62,116.99,125.03,NA,138.49,122.19
"1983M05","Consumer Price Index (CPI)",142.36,134.06,118.85,128.32,125.5,150.73,136.16,116.99,125.66,NA,139.69,122.82
"1983M06","Consumer Price Index (CPI)",143.63,134.49,118.46,128.75,126.73,151.7,136.61,119.03,126.51,NA,141,124.9
"1983M07","Consumer Price Index (CPI)",145.79,134.61,117.19,129.82,126.94,154.48,137.84,126.84,127.16,NA,141.83,125.72
"1983M08","Consumer Price Index (CPI)",146.63,134.73,118.2,129.75,128.7,154.54,139.53,126.84,127.61,NA,143.39,126.78
"1983M09","Consumer Price Index (CPI)",147.01,134.76,121.54,130.45,129.34,155.25,140.62,126.84,129.2,NA,144.61,127.59
"1983M10","Consumer Price Index (CPI)",148.73,135.33,125.54,131.26,129.5,155.68,141.28,126.84,129.69,NA,145.35,128.46
"1983M11","Consumer Price Index (CPI)",149.5,135.95,125.92,132.19,129.93,155.47,142.49,126.84,130.4,NA,147.26,129.46
"1983M12","Consumer Price Index (CPI)",151.38,145.15,126.19,132.05,130.39,156.08,142.71,126.84,130.98,NA,149.51,129.91
"1984M01","Consumer Price Index (CPI)",154.49,145.39,120.08,135.24,131.21,164.47,146.02,126.97,132.49,NA,152.88,131.05
"1984M02","Consumer Price Index (CPI)",158.08,146.23,120.27,135.62,133.05,164.68,133.36,126.97,133.33,NA,153.95,132.39
"1984M03","Consumer Price Index (CPI)",158.28,146.22,121.91,135.87,132.88,164.69,144.82,126.97,134.57,NA,156.13,134.08
"1984M04","Consumer Price Index (CPI)",159.28,146.76,124.55,136.51,134.1,165.37,144.58,127.93,135.5,NA,158,136.66
"1984M05","Consumer Price Index (CPI)",161.86,146.8,125.05,136.73,134.78,165.58,146.67,127.74,136.27,NA,158.81,137.18
"1984M06","Consumer Price Index (CPI)",162.6,146.8,124.57,136.86,135.07,165.46,142.94,127.74,136.39,NA,158.64,136.95
"1984M07","Consumer Price Index (CPI)",162.42,146.96,122.24,139.24,135.45,165.43,141.56,127.74,136.89,NA,158.61,137.48
"1984M08","Consumer Price Index (CPI)",162.8,147.1,123.45,138.58,137.83,168.03,147.26,127.74,137.14,NA,161.39,138.35
"1984M09","Consumer Price Index (CPI)",163.39,147.13,128.09,139.12,137.79,169.11,148.02,127.74,138.12,NA,163.34,138.96
"1984M10","Consumer Price Index (CPI)",164.05,149.23,132.59,140.03,138.6,171.18,145.62,127.74,138.06,NA,164.07,140.05
"1984M11","Consumer Price Index (CPI)",163.17,149.04,133.29,141.36,139.02,171.24,149.22,127.74,138.76,NA,165.19,141.2
"1984M12","Consumer Price Index (CPI)",164.16,157,133.22,143.97,139.59,174.01,155.13,127.81,138.95,NA,166.88,142.11
"1985M01","Consumer Price Index (CPI)",166.59,157.23,127.97,146.25,140.21,178.75,154.69,127.9,139.32,NA,171.64,142.89
"1985M02","Consumer Price Index (CPI)",170.17,157.53,127.59,147.02,141.86,180.45,156.69,127.9,140,NA,172.71,143.09
"1985M03","Consumer Price Index (CPI)",171.68,157.42,129.93,147.67,143.03,182.01,158.62,127.9,140.51,NA,175.16,143.83
"1985M04","Consumer Price Index (CPI)",172.27,158.07,132.61,148.17,143.65,181.85,158.62,127.9,140.46,NA,176.21,144.85
"1985M05","Consumer Price Index (CPI)",174.77,158.16,132.83,152.38,144.02,182.01,158.41,129.25,140.65,NA,176.56,145.01
"1985M06","Consumer Price Index (CPI)",173.78,158.21,132.2,150.89,143.99,182.01,159.14,129.32,141.03,NA,176.76,145.25
"1985M07","Consumer Price Index (CPI)",174.13,158.19,129.58,149.77,144.43,184.61,161.47,129.32,141.66,NA,174.99,145.22
"1985M08","Consumer Price Index (CPI)",173.91,158.21,129.82,149.55,145.32,184.97,160.35,129.32,141.68,NA,178.26,145.1
"1985M09","Consumer Price Index (CPI)",175.52,158.21,134.04,149.62,145.59,184.97,159.52,129.32,142.33,NA,179.72,145.19
"1985M10","Consumer Price Index (CPI)",175.08,158.9,139.03,151.86,145.56,184.97,158.29,129.32,143.07,NA,180.71,145.62
"1985M11","Consumer Price Index (CPI)",174.62,160.82,139.4,152.66,145.78,185.07,162.8,129.32,143.21,NA,182.82,146.98
"1985M12","Consumer Price Index (CPI)",175.78,160.89,139.92,153.07,146.51,186.08,162.96,129.32,144.36,NA,184.1,148.52
"1986M01","Consumer Price Index (CPI)",180.84,160.96,132.28,156.86,147.68,191.35,162.75,136.71,144.82,NA,188.49,148.86
"1986M02","Consumer Price Index (CPI)",183.94,160.96,131.44,155.45,148.74,191.77,161.9,138.42,144.65,NA,189.8,149.55
"1986M03","Consumer Price Index (CPI)",184.1,161.42,135.4,153.22,150.38,192.13,160.34,136.41,145.06,NA,191.62,148.91
"1986M04","Consumer Price Index (CPI)",185.8,162.59,136.93,153.94,151.19,192.48,160.58,136.67,145.8,NA,192.5,151.27
"1986M05","Consumer Price Index (CPI)",186.2,162.62,137.28,152.87,151.88,192.57,161.04,137.48,145.96,NA,193.29,152.54
"1986M06","Consumer Price Index (CPI)",187.06,162.52,136.39,152.22,152.29,192.74,160.81,137.74,146.97,NA,193.52,152.85
"1986M07","Consumer Price Index (CPI)",186.31,162.67,133.34,153.68,152.65,198.08,161.38,138,147.96,NA,194.95,153.22
"1986M08","Consumer Price Index (CPI)",185.52,162.56,132.74,153.45,153.57,198.27,160.4,138.26,148.32,NA,196.63,153.98
"1986M09","Consumer Price Index (CPI)",187.29,162.59,137.95,153.82,154.25,199.01,162.95,138.51,149.46,NA,198.21,154.91
"1986M10","Consumer Price Index (CPI)",187.42,163.76,143.5,152.84,154.33,199.2,164.54,138.76,149.53,NA,199.09,155.65
"1986M11","Consumer Price Index (CPI)",186.38,163.78,143.04,152.82,154.7,199.22,164.53,139.02,151.31,NA,199.92,156.26
"1986M12","Consumer Price Index (CPI)",186.61,163.71,142.96,153.61,154.98,199.55,164.9,139.15,151.31,NA,201.85,156.56
"1987M01","Consumer Price Index (CPI)",186.51,171.85,138.62,156.58,156.49,199.92,167.7,143.34,151.18,NA,204.93,157.02
"1987M02","Consumer Price Index (CPI)",187.24,176.11,136.14,157,157.12,203.14,168.28,144.91,151.35,NA,205.94,158.47
"1987M03","Consumer Price Index (CPI)",187.54,176.13,138.33,157.14,157.25,203.92,168.15,144.91,151.5,NA,205.96,158.68
"1987M04","Consumer Price Index (CPI)",187.52,175.37,140.68,157.86,157.48,203.94,168.18,144.91,151.42,NA,207.19,159.07
"1987M05","Consumer Price Index (CPI)",187.03,175.36,141.07,158.2,157.63,204.2,167.93,144.91,152.04,NA,207.29,159.66
"1987M06","Consumer Price Index (CPI)",186.4,175.95,139.47,158.31,158.16,204.32,166.98,144.91,151.9,NA,206.99,159.88
"1987M07","Consumer Price Index (CPI)",193.44,175.96,137.55,159.42,159.08,205.5,170.74,145.23,152.04,NA,208.93,160.43
"1987M08","Consumer Price Index (CPI)",195.14,175.95,137.26,160.01,160,205.32,173.36,145.23,151.77,NA,211.11,160.53
"1987M09","Consumer Price Index (CPI)",196.18,176.68,141.89,160.39,161.64,206.58,176.46,145.23,153.45,NA,212.95,161.3
"1987M10","Consumer Price Index (CPI)",196.15,177.37,146.24,161.1,162.57,206.82,175.81,145.23,154.26,NA,214.08,162.38
"1987M11","Consumer Price Index (CPI)",196.5,177.4,146.78,162,162.85,206.96,175.89,145.23,154.94,NA,214.94,163.02
"1987M12","Consumer Price Index (CPI)",196.54,177.54,146,161.95,163.44,207.38,175.61,145.23,155.57,NA,215.11,163.54
"1988M01","Consumer Price Index (CPI)",197.31,177.58,139.07,166.03,163.62,211.25,176.21,148.14,155.61,NA,218.02,164.23
"1988M02","Consumer Price Index (CPI)",198.91,179.25,138.53,166.62,164.89,211.98,179.41,152.76,156.11,NA,218.97,167.42
"1988M03","Consumer Price Index (CPI)",199.86,179.27,140.03,166.75,166.24,212.31,181.16,152.76,156.5,NA,220.73,168.22
"1988M04","Consumer Price Index (CPI)",200.74,183.86,143.21,167.97,167.46,212.42,182.77,156.21,157.34,NA,220.9,169.49
"1988M05","Consumer Price Index (CPI)",199.73,184.2,142.86,169.49,167.69,212.56,184.37,156.21,158.08,NA,222.26,169.94
"1988M06","Consumer Price Index (CPI)",199.79,190.98,141.24,170.1,168.15,213.06,183.4,156.54,158.58,NA,224.04,170.6
"1988M07","Consumer Price Index (CPI)",202.46,191.3,138.12,170.94,169.42,214.82,185.29,156.54,158.91,NA,225.46,171.06
"1988M08","Consumer Price Index (CPI)",203.26,191.19,138.23,171.35,170.52,215.09,185.14,156.54,158.88,NA,227.24,171.03
"1988M09","Consumer Price Index (CPI)",203.75,192.31,143.66,171.67,171.58,214.95,188.43,156.54,158.64,NA,230.51,171.63
"1988M10","Consumer Price Index (CPI)",205.05,192.26,148.93,172.95,171.84,215.32,189.02,156.54,160.01,NA,231.63,172.4
"1988M11","Consumer Price Index (CPI)",205.42,192.24,148.95,172.93,172.07,215.82,188.94,156.54,161.39,NA,232.64,173.57
"1988M12","Consumer Price Index (CPI)",205.75,192.17,148.13,173.43,171.97,216.82,190.16,156.54,161.6,NA,234.6,174.01
"1989M01","Consumer Price Index (CPI)",208.81,191.82,140.64,178.58,173.54,228.44,192.61,162.4,162.35,NA,236.48,175.06
"1989M02","Consumer Price Index (CPI)",209.98,192.99,140.25,178.91,174.57,228.89,195.73,162.78,162.86,NA,238.17,177.51
"1989M03","Consumer Price Index (CPI)",211.39,193.42,141.63,179.26,175.31,229.35,196.21,162.78,163.51,NA,240.13,178.43
"1989M04","Consumer Price Index (CPI)",211.52,196.68,144,181.15,175.83,229.37,200.6,162.78,163.94,NA,240.39,179.29
"1989M05","Consumer Price Index (CPI)",212.31,196.6,144.01,182.23,176.62,229.46,201.53,162.78,164.9,NA,242.92,179.22
"1989M06","Consumer Price Index (CPI)",212.5,208.88,142.8,182.45,177.31,229.63,200.39,163.21,165.48,NA,244.75,179.74
"1989M07","Consumer Price Index (CPI)",213.52,209.72,138.83,183.93,177.59,236.79,198.77,165.28,165.16,NA,243.06,180.05
"1989M08","Consumer Price Index (CPI)",214.83,209.71,140.84,184.24,178.67,237.27,198.74,165.28,165.24,NA,248.29,181.15
"1989M09","Consumer Price Index (CPI)",215.53,210.19,145.46,184.78,179.88,237.77,201.85,165.79,166.92,NA,248.45,182.09
"1989M10","Consumer Price Index (CPI)",216.63,211.26,151.83,185.78,180.36,240.48,203.3,165.79,168.29,NA,251.17,182.78
"1989M11","Consumer Price Index (CPI)",216.78,211.32,150.6,186.63,180.72,240.72,202.48,165.79,170.07,NA,252.36,182.71
"1989M12","Consumer Price Index (CPI)",217.33,211.14,150.68,187.88,182.01,241.8,202.56,165.79,170.5,NA,254.29,184.32
"1990M01","Consumer Price Index (CPI)",223.07,214.72,138.13,198.83,182.46,243.11,212.37,176.36,171.11,NA,281.42,187.23
"1990M02","Consumer Price Index (CPI)",223.37,215.25,138.58,199.17,182.68,243.76,213.84,176.91,171.88,NA,283.55,188.78
"1990M03","Consumer Price Index (CPI)",224.48,215.27,142.93,209.66,184.47,243.01,227.02,176.91,172.27,NA,283.25,189.02
"1990M04","Consumer Price Index (CPI)",224.39,215.46,144.88,211.47,184.14,242.53,227.08,176.91,172.74,NA,283.25,189.87
"1990M05","Consumer Price Index (CPI)",226.72,229.02,144.57,211.7,185.05,244.05,226.56,177.82,172.95,NA,284.74,190
"1990M06","Consumer Price Index (CPI)",226.48,229,141.87,210.85,186.18,244.15,227.97,177.82,173.42,NA,285.68,191.03
"1990M07","Consumer Price Index (CPI)",231.59,234.72,138.45,212.03,187.69,253.32,230.5,177.82,175.02,NA,288.28,191.4
"1990M08","Consumer Price Index (CPI)",231.5,234.55,140.63,212.62,189.96,254.12,235.23,177.82,174.63,NA,294.73,193.63
"1990M09","Consumer Price Index (CPI)",231.65,234.7,147.15,213.48,191.03,253.9,242.33,177.82,177.3,NA,295.37,195.52
"1990M10","Consumer Price Index (CPI)",233.28,235.2,153.81,213.93,191.24,254.02,243.19,177.82,178.4,NA,296.48,195.96
"1990M11","Consumer Price Index (CPI)",234.63,235.37,152.04,216.34,191.56,254.12,241.96,177.82,179.61,NA,297.12,195.85
"1990M12","Consumer Price Index (CPI)",234.39,235.4,149.39,217.45,193.04,255.72,239.29,177.82,179.49,NA,297.09,196.09
"1991M01","Consumer Price Index (CPI)",237.87,237.85,137.55,228.4,193.69,284.7,248.76,215.16,180.8,NA,305.37,209.66
"1991M02","Consumer Price Index (CPI)",237.59,238.02,138.11,249.62,195.64,286.54,249.79,215.16,181.09,NA,306.12,210.01
"1991M03","Consumer Price Index (CPI)",238.47,237.99,144.69,249.03,195.78,286.36,250.08,215.16,181.59,NA,306.89,209.46
"1991M04","Consumer Price Index (CPI)",238.5,238.46,148.78,250.89,197.67,286.18,249.84,215.16,182.38,NA,306.56,212.41
"1991M05","Consumer Price Index (CPI)",238.82,238.51,147.66,251.76,198.69,286.13,250.49,216.65,181.61,NA,306.53,212.18
"1991M06","Consumer Price Index (CPI)",240.19,238.46,144.28,250.58,199.25,285.88,251.33,216.65,181.93,NA,307.54,210.43
"1991M07","Consumer Price Index (CPI)",242.84,238.35,138.82,251.76,197.63,297.4,248.35,216.65,183.02,NA,309.32,211.15
"1991M08","Consumer Price Index (CPI)",240.5,238.32,137.18,251.63,199.65,297.96,249.26,216.65,182,NA,312.47,212.14
"1991M09","Consumer Price Index (CPI)",238.31,238.23,156.6,252.26,200.27,297.7,252.29,216.65,182.75,NA,312.15,213.87
"1991M10","Consumer Price Index (CPI)",238.01,240.35,157.88,254.03,200.85,298.21,252.05,216.38,184.15,NA,311.19,214.46
"1991M11","Consumer Price Index (CPI)",241.1,240.51,158.06,254.4,200.94,298.27,252.89,218.49,186.08,NA,310.84,215.44
"1991M12","Consumer Price Index (CPI)",237.96,240.35,154.66,257.18,200.63,299.59,251.04,218.49,186.73,NA,310.51,215.18
"1992M01","Consumer Price Index (CPI)",228.69,239.74,142.2,265.47,199.87,308.39,252.76,218.44,186.91,NA,305.16,214.68
"1992M02","Consumer Price Index (CPI)",228.53,239.79,143.59,265.42,200.19,308.48,253.01,218.44,186.48,NA,304.33,214.66
"1992M03","Consumer Price Index (CPI)",228.86,239.74,149.82,265.55,200.87,308.78,253.86,218.44,187.47,NA,305.19,215.34
"1992M04","Consumer Price Index (CPI)",227.96,239.76,153.13,265.86,200.83,308.96,255.22,218.44,187.58,NA,304.23,217.35
"1992M05","Consumer Price Index (CPI)",229.17,240.13,151.71,266.56,200.99,309.29,254.81,218.44,187.58,NA,303,217.61
"1992M06","Consumer Price Index (CPI)",229.78,240.9,143.08,267.48,200.75,309.41,255.24,219.2,187.19,NA,302.32,216.31
"1992M07","Consumer Price Index (CPI)",227.2,240.92,140.02,267.69,200.21,342.63,252.99,229.79,187.58,NA,300.92,217.01
"1992M08","Consumer Price Index (CPI)",226.51,240.66,139.57,268.9,201.15,342.75,252.28,229.79,187.14,NA,302.53,217.99
"1992M09","Consumer Price Index (CPI)",224.89,240.94,157.88,274.09,201.71,342.81,253.44,231.13,186.89,NA,303.43,216.76
"1992M10","Consumer Price Index (CPI)",224.99,240.13,159.19,274.94,200.95,343.29,254.56,231.11,187.27,NA,300.89,217.74
"1992M11","Consumer Price Index (CPI)",222.47,239.76,155.6,273.06,200.31,343.14,255.19,232.74,188.01,NA,301.67,217.78
"1992M12","Consumer Price Index (CPI)",223.47,263.19,150.98,271.87,199.93,344.38,258.22,233.04,188.62,NA,302.75,217.31
"1993M01","Consumer Price Index (CPI)",229.53,264.39,138.94,284.83,200.07,365.9,280.32,233.7,189.87,NA,302.65,216.76
"1993M02","Consumer Price Index (CPI)",229.97,265.79,139.86,284.39,201.77,366.59,282.08,234.12,191.07,NA,302.59,218.79
"1993M03","Consumer Price Index (CPI)",230.62,265.66,145.72,284.31,203.51,370.9,283.42,234.49,191.25,NA,301.32,219.55
"1993M04","Consumer Price Index (CPI)",229.73,264.12,147.04,286.38,203.43,371,286.91,235.63,191.99,NA,300.57,220.01
"1993M05","Consumer Price Index (CPI)",229.57,265.66,146.72,284.34,203.33,370.79,286.78,235.98,191.86,NA,301.38,219.7
"1993M06","Consumer Price Index (CPI)",228.57,266.74,142.12,283.85,204.41,372.24,284.84,236.47,192.04,NA,302.29,220.12
"1993M07","Consumer Price Index (CPI)",229.06,266.92,136.56,283.6,204.39,376.48,285.33,236.47,191.89,NA,300.81,221.03
"1993M08","Consumer Price Index (CPI)",228.61,268.64,139.36,283.6,204.19,375.17,283.91,236.47,192.64,NA,300.87,222.05
"1993M09","Consumer Price Index (CPI)",227.41,268.64,159.27,283.65,204.57,375.66,285.28,236.47,192.55,NA,302.11,223.03
"1993M10","Consumer Price Index (CPI)",226.9,269.06,161.67,284.75,205.17,375.83,283.81,236.47,195.23,NA,302.26,223.55
"1993M11","Consumer Price Index (CPI)",225.68,268.9,160.36,284.56,206.45,378.04,286.8,233.47,196.04,NA,302.32,222.9
"1993M12","Consumer Price Index (CPI)",226.06,268.93,158.29,283.38,205.53,378.73,284.53,233.15,195.03,NA,302.68,222.66
"1994M01","Consumer Price Index (CPI)",226.35,277.08,145.83,287.71,205.61,390.1,285.23,236.83,196.34,NA,303.56,222.4
"1994M02","Consumer Price Index (CPI)",229.65,277.46,145.7,287.43,206.08,390.83,286.8,236.83,197.38,NA,303.53,222.44
"1994M03","Consumer Price Index (CPI)",229.4,277.65,153.92,287.46,206,391.02,286.75,239.19,197.32,NA,302.77,224.85
"1994M04","Consumer Price Index (CPI)",230.59,277.89,156.77,288.25,206.47,391.29,288.94,239.19,197.13,NA,304.74,224.45
"1994M05","Consumer Price Index (CPI)",231.78,278.64,157.55,288.96,206.14,391.44,290.02,239.19,197.09,NA,303.29,224.5
"1994M06","Consumer Price Index (CPI)",232.5,278.96,154.11,289.13,206.06,391.82,292.39,239.91,196.81,NA,303.02,224.36
"1994M07","Consumer Price Index (CPI)",235.65,279.02,146.6,289.87,205.69,391.98,292.44,239.91,197.28,NA,302.86,225.34
"1994M08","Consumer Price Index (CPI)",236.3,278.91,146.1,290.21,206.47,392.36,292.59,239.98,195.91,NA,305.16,223.88
"1994M09","Consumer Price Index (CPI)",236.59,279.18,162.2,290.86,207.33,412.24,291.65,239.98,196.6,NA,306.1,225.01
"1994M10","Consumer Price Index (CPI)",234.39,279.55,166.07,291.48,207.71,413.08,291.1,239.98,197.32,NA,304.13,225.45
"1994M11","Consumer Price Index (CPI)",233.49,279.58,163.98,291.54,208.16,413.54,291.53,240.45,197.98,NA,305.07,224.61
"1994M12","Consumer Price Index (CPI)",232.44,279.53,161.95,291.11,208.28,413.5,290.48,237.91,198.61,NA,308.06,225.03
"1995M01","Consumer Price Index (CPI)",231.94,286.75,147.74,294.97,207.04,429.07,294.46,236.54,199.07,NA,313.91,225.5
"1995M02","Consumer Price Index (CPI)",233.9,288.09,149.74,294.68,208.72,428.66,295.33,241.17,200.18,NA,313.94,225.39
"1995M03","Consumer Price Index (CPI)",235.76,288.17,154.17,294.94,210.4,429.07,295.79,240.54,200.4,NA,315.02,225.64
"1995M04","Consumer Price Index (CPI)",237.03,287.89,157.27,297.29,211.1,428.41,299.37,240.07,200.6,NA,316.87,226.04
"1995M05","Consumer Price Index (CPI)",239.97,288.42,156.49,297.35,211.27,434.08,297.3,238.09,200.36,NA,316.78,226.58
"1995M06","Consumer Price Index (CPI)",239.05,289.01,154.3,297.37,211.64,434.62,298.5,237.81,199.93,NA,316.29,226.02
"1995M07","Consumer Price Index (CPI)",237.99,289.26,146.72,297.43,212.76,460.29,299.19,244.02,198.97,NA,315.48,226.81
"1995M08","Consumer Price Index (CPI)",236.82,289.12,145.76,296.33,216.1,460.66,298.21,242.73,199.31,NA,319.15,228.22
"1995M09","Consumer Price Index (CPI)",236.73,289.04,163.22,295.87,216.76,461.33,299.69,242.84,199.99,NA,319.8,228.4
"1995M10","Consumer Price Index (CPI)",234.79,292.27,166.08,297.03,217.07,461.49,299.16,243.13,201.04,NA,320.01,228.6
"1995M11","Consumer Price Index (CPI)",232.79,292.36,164.18,296.77,217.99,461.53,300.82,244.21,202.25,NA,320.97,229.55
"1995M12","Consumer Price Index (CPI)",232.24,292.33,162.54,296.19,218.09,461.74,299.02,239.83,201.39,NA,320.97,229.48
"1996M01","Consumer Price Index (CPI)",217.68,295.07,145.36,305.56,217.84,464.56,300.48,255.71,202.47,NA,324.28,228.73
"1996M02","Consumer Price Index (CPI)",217.88,295.27,145.7,305.38,218.56,465.66,301.77,257.47,202.79,NA,324,229.26
"1996M03","Consumer Price Index (CPI)",220.92,295.15,153.63,304.91,219.58,465.38,302.75,255.3,202.73,NA,324.32,228.78
"1996M04","Consumer Price Index (CPI)",221.5,295.33,157.48,304.7,220.43,464.47,305.36,254.54,202.27,NA,324.99,229.69
"1996M05","Consumer Price Index (CPI)",221.39,297.63,158.45,303.17,220.49,463.69,305.69,248.34,202.83,NA,325.44,230.7
"1996M06","Consumer Price Index (CPI)",221.22,297.97,155.02,302.37,219.84,462.86,302.69,248.32,202.35,NA,325.66,232.38
"1996M07","Consumer Price Index (CPI)",223.76,298.29,146.58,301.54,219.97,468.27,302.93,249.68,201.84,NA,323.19,231.51
"1996M08","Consumer Price Index (CPI)",221.09,298.09,146.17,300.36,220.19,467.49,300.66,251.59,200.44,NA,325.38,231.53
"1996M09","Consumer Price Index (CPI)",218.58,298.35,160.89,301.16,220.1,470.65,302.81,249.93,200.36,NA,326.43,232.45
"1996M10","Consumer Price Index (CPI)",217.22,298.38,163.79,301.31,220.15,483.11,302.87,248.15,199.39,NA,326.27,232.86
"1996M11","Consumer Price Index (CPI)",215.12,298.41,163.18,300.42,219.69,483.07,303.41,249.66,200.22,NA,326.43,232.26
"1996M12","Consumer Price Index (CPI)",215.95,298.35,160.55,299.51,218.91,483.07,304.28,247.51,199.94,NA,326.53,232.56
"1997M01","Consumer Price Index (CPI)",216.34,301.1,150.23,301.36,218.14,510.51,303.05,247.81,199.01,NA,326.8,233.54
"1997M02","Consumer Price Index (CPI)",217.09,304.98,145.43,300.61,218.6,511.14,304.59,245.16,199.96,NA,326.12,234.03
"1997M03","Consumer Price Index (CPI)",216.77,311,155.31,300.02,218.93,511.33,304.99,248.28,199.61,NA,327.09,234.77
"1997M04","Consumer Price Index (CPI)",219.43,317.36,158.69,300.67,219.39,511.48,304.68,250.78,199.73,NA,327.75,234.98
