"time","year","reporate","Time","kpif","category_Growth rate, lending to households (MFI)","category_Growth rate, non-financial corporations (MFI)","category_Average interest rate for households housing loans (MFI)"
2022-08-01,2022,0.75,2022.58333333333,9,5.6,14.5,2.69
2022-09-01,2022,1.75,2022.66666666667,9.7,5.1,15.4,3.07
2022-10-01,2022,1.75,2022.75,9.3,4.6,15.1,3.35
2022-11-01,2022,2.5,2022.83333333333,9.5,4.2,15,3.39
2022-12-01,2022,2.5,2022.91666666667,10.2,3.6,12.4,3.41
2023-01-01,2023,2.5,2023,9.3,3.2,13.6,3.58
2023-02-01,2023,3,2023.08333333333,9.4,2.8,12.1,3.77
2023-03-01,2023,3,2023.16666666667,8,2.3,9,3.99
2023-04-01,2023,3,2023.25,7.6,1.9,7.7,4.05
2023-05-01,2023,3.5,2023.33333333333,6.7,1.6,6.4,4.21
2023-06-01,2023,3.5,2023.41666666667,6.4,1.2,6.7,4.34
2023-07-01,2023,3.75,2023.5,6.4,1,5.8,4.52
2023-08-01,2023,3.75,2023.58333333333,4.7,0.8,3.8,4.57
2023-09-01,2023,4,2023.66666666667,4,0.8,2.9,4.66
2023-10-01,2023,4,2023.75,4.2,0.7,1.8,4.78
2023-11-01,2023,4,2023.83333333333,3.6,0.6,0.8,4.8
2023-12-01,2023,4,2023.91666666667,2.3,0.6,0,4.74
2024-01-01,2024,4,2024,3.3,0.6,-1.4,4.67
2024-02-01,2024,4,2024.08333333333,2.5,0.6,-1.9,4.65
2024-03-01,2024,4,2024.16666666667,2.2,0.7,-1.2,4.72
2024-04-01,2024,4,2024.25,2.3,0.6,-1.7,4.7
2024-05-01,2024,3.75,2024.33333333333,2.3,0.8,-1.4,4.49
2024-06-01,2024,3.75,2024.41666666667,1.3,0.9,-1.9,4.44
2024-07-01,2024,3.75,2024.5,1.7,0.9,-2.5,4.44
2024-08-01,2024,3.5,2024.58333333333,1.2,1.1,-2.5,4.06
2024-09-01,2024,3.5,2024.66666666667,1.1,1.2,-1.8,3.82
2024-10-01,2024,3.25,2024.75,1.5,1.4,-1.7,3.65
2024-11-01,2024,2.75,2024.83333333333,1.8,1.6,-1.5,3.41
2024-12-01,2024,2.75,2024.91666666667,1.5,1.6,-0.8,3.31
2025-01-01,2025,2.5,2025,2.2,1.8,-0.5,3.23
2025-02-01,2025,2.25,2025.08333333333,2.9,2,0.3,3.06
2025-03-01,2025,2.25,2025.16666666667,2.3,2.1,0.6,3.09
2025-04-01,2025,2.25,2025.25,2.3,2.3,1.6,3.13
2025-05-01,2025,2.25,2025.33333333333,2.3,2.4,2,3.03
2025-06-01,2025,2,2025.41666666667,2.8,2.4,1.7,3.01
2025-07-01,2025,2,NA,NA,NA,NA,NA
